image,label
ISIC_0054527,0
ISIC_0029712,1
ISIC_0032053,1
ISIC_0003308_downsampled,1
ISIC_0068488,0
ISIC_0026500,0
ISIC_0053809,2
ISIC_0025829,1
ISIC_0063807,4
ISIC_0073194,0
ISIC_0067580,2
ISIC_0028113,2
ISIC_0062799,2
ISIC_0066238,2
ISIC_0033336,0
ISIC_0027194,4
ISIC_0064301,4
ISIC_0072450,2
ISIC_0069292,0
ISIC_0072058,4
ISIC_0072900,2
ISIC_0068957,2
ISIC_0012413_downsampled,1
ISIC_0068764,2
ISIC_0015260_downsampled,4
ISIC_0058656,1
ISIC_0069215,2
ISIC_0033856,0
ISIC_0066121,2
ISIC_0031812,4
ISIC_0029515,2
ISIC_0012273_downsampled,4
ISIC_0028670,2
ISIC_0032563,1
ISIC_0029193,2
ISIC_0068255,0
ISIC_0056259,2
ISIC_0067707,2
ISIC_0064424,2
ISIC_0053766,0
ISIC_0054353,2
ISIC_0072843,0
ISIC_0060639,4
ISIC_0056097,2
ISIC_0054158,2
ISIC_0059218,0
ISIC_0069179,0
ISIC_0032018,1
ISIC_0056900,0
ISIC_0065764,4
ISIC_0071960,2
ISIC_0069163,2
ISIC_0061589,4
ISIC_0056012,1
ISIC_0028491,1
ISIC_0067784,2
ISIC_0072642,0
ISIC_0062549,4
ISIC_0057901,2
ISIC_0032302,2
ISIC_0034280,4
ISIC_0064752,0
ISIC_0025469,1
ISIC_0063942,2
ISIC_0058135,0
ISIC_0027042,4
ISIC_0057473,2
ISIC_0029294,1
ISIC_0025693,4
ISIC_0029289,4
ISIC_0000045_downsampled,1
ISIC_0055627,4
ISIC_0029037,1
ISIC_0058252,2
ISIC_0072270,2
ISIC_0053849,4
ISIC_0068436,4
ISIC_0067411,4
ISIC_0054419,4
ISIC_0028913,4
ISIC_0058882,1
ISIC_0066119,2
ISIC_0027065,0
ISIC_0062686,0
ISIC_0060526,0
ISIC_0012957_downsampled,1
ISIC_0066126,4
ISIC_0000202_downsampled,1
ISIC_0062687,4
ISIC_0058196,0
ISIC_0060881,4
ISIC_0030932,0
ISIC_0063105,4
ISIC_0063373,0
ISIC_0060657,2
ISIC_0066449,2
ISIC_0000078_downsampled,0
ISIC_0063640,2
ISIC_0013393_downsampled,4
ISIC_0030965,4
ISIC_0009860_downsampled,1
ISIC_0031181,4
ISIC_0071847,4
ISIC_0013815_downsampled,0
ISIC_0029916,1
ISIC_0032567,4
ISIC_0071629,4
ISIC_0053968,4
ISIC_0067020,2
ISIC_0058927,4
ISIC_0062756,0
ISIC_0062333,1
ISIC_0032961,1
ISIC_0055783,0
ISIC_0027297,2
ISIC_0030977,1
ISIC_0033204,0
ISIC_0032804,4
ISIC_0068001,1
ISIC_0062355,2
ISIC_0012415_downsampled,4
ISIC_0055503,0
ISIC_0072099,0
ISIC_0069059,0
ISIC_0070687,2
ISIC_0028973,2
ISIC_0067139,0
ISIC_0032373,4
ISIC_0072835,2
ISIC_0059806,2
ISIC_0027076,0
ISIC_0059538,0
ISIC_0067845,0
ISIC_0000247,1
ISIC_0073155,2
ISIC_0070183,2
ISIC_0072878,1
ISIC_0024496,0
ISIC_0029683,4
ISIC_0031350,0
ISIC_0014616_downsampled,4
ISIC_0031234,1
ISIC_0067350,0
ISIC_0000299,0
ISIC_0032153,1
ISIC_0032212,1
ISIC_0010226,1
ISIC_0058770,0
ISIC_0066385,4
ISIC_0064266,0
ISIC_0053980,0
ISIC_0060683,2
ISIC_0029951,2
ISIC_0029093,1
ISIC_0064474,4
ISIC_0068461,2
ISIC_0033936,1
ISIC_0070589,4
ISIC_0059553,4
ISIC_0031290,1
ISIC_0031013,0
ISIC_0062850,0
ISIC_0062992,0
ISIC_0012448_downsampled,4
ISIC_0032936,0
ISIC_0054170,2
ISIC_0028207,1
ISIC_0070892,0
ISIC_0059668,0
ISIC_0067125,4
ISIC_0024850,4
ISIC_0026496,2
ISIC_0033514,1
ISIC_0033054,2
ISIC_0025345,4
ISIC_0010038,1
ISIC_0026258,0
ISIC_0028696,0
ISIC_0029686,1
ISIC_0067856,4
ISIC_0072434,2
ISIC_0068907,0
ISIC_0058155,2
ISIC_0061766,1
ISIC_0066355,0
ISIC_0030822,4
ISIC_0069971,2
ISIC_0011159,1
ISIC_0027514,1
ISIC_0062107,1
ISIC_0033980,0
ISIC_0061864,2
ISIC_0025787,1
ISIC_0013146_downsampled,4
ISIC_0033669,1
ISIC_0026982,1
ISIC_0031405,1
ISIC_0054682,1
ISIC_0033650,1
ISIC_0053671,0
ISIC_0033009,1
ISIC_0060665,0
ISIC_0068723,2
ISIC_0027552,0
ISIC_0073109,2
ISIC_0064162,2
ISIC_0032420,0
ISIC_0025135,1
ISIC_0030535,1
ISIC_0058964,2
ISIC_0027954,4
ISIC_0030750,1
ISIC_0064693,0
ISIC_0057211,0
ISIC_0063906,1
ISIC_0071568,0
ISIC_0031352,4
ISIC_0067538,1
ISIC_0057372,1
ISIC_0057417,0
ISIC_0055758,2
ISIC_0065090,1
ISIC_0031203,0
ISIC_0062424,4
ISIC_0061651,1
ISIC_0024702,0
ISIC_0063352,2
ISIC_0015939_downsampled,1
ISIC_0060937,0
ISIC_0072342,2
ISIC_0031453,1
ISIC_0063510,4
ISIC_0028995,4
ISIC_0066325,0
ISIC_0069705,0
ISIC_0029142,1
ISIC_0066960,2
ISIC_0014805_downsampled,1
ISIC_0073104,4
ISIC_0061416,4
ISIC_0069245,0
ISIC_0056263,0
ISIC_0015071_downsampled,0
ISIC_0027071,0
ISIC_0031723,1
ISIC_0070735,2
ISIC_0029726,0
ISIC_0033203,2
ISIC_0012772_downsampled,4
ISIC_0032806,0
ISIC_0010204,1
ISIC_0055289,0
ISIC_0063951,1
ISIC_0033482,4
ISIC_0058529,1
ISIC_0058278,2
ISIC_0054290,0
ISIC_0072537,1
ISIC_0030465,4
ISIC_0070619,4
ISIC_0033580,1
ISIC_0061056,2
ISIC_0066007,4
ISIC_0070466,2
ISIC_0073142,4
ISIC_0062601,2
ISIC_0063239,1
ISIC_0064109,2
ISIC_0024974,1
ISIC_0032732,4
ISIC_0064899,2
ISIC_0057199,0
ISIC_0014646_downsampled,4
ISIC_0053731,2
ISIC_0028211,0
ISIC_0069703,2
ISIC_0066206,2
ISIC_0033269,0
ISIC_0033834,0
ISIC_0061725,4
ISIC_0067273,4
ISIC_0073173,0
ISIC_0068954,2
ISIC_0063151,0
ISIC_0069476,2
ISIC_0014635_downsampled,4
ISIC_0064247,0
ISIC_0028467,0
ISIC_0013764_downsampled,4
ISIC_0028258,4
ISIC_0033529,4
ISIC_0033709,4
ISIC_0063742,0
ISIC_0060173,4
ISIC_0065856,2
ISIC_0063600,1
ISIC_0064452,2
ISIC_0056703,2
ISIC_0063171,2
ISIC_0056918,2
ISIC_0032042,1
ISIC_0060443,1
ISIC_0053649,2
ISIC_0025703,4
ISIC_0033924,4
ISIC_0025676,1
ISIC_0031640,2
ISIC_0060720,4
ISIC_0031912,1
ISIC_0012092_downsampled,1
ISIC_0014526_downsampled,4
ISIC_0064678,4
ISIC_0031216,1
ISIC_0071782,0
ISIC_0066989,4
ISIC_0072507,0
ISIC_0061049,0
ISIC_0054075,2
ISIC_0033061,0
ISIC_0058304,2
ISIC_0024849,1
ISIC_0058476,2
ISIC_0032159,4
ISIC_0059223,4
ISIC_0025212,1
ISIC_0065508,2
ISIC_0033007,1
ISIC_0013270_downsampled,4
ISIC_0014173_downsampled,0
ISIC_0025260,2
ISIC_0063111,2
ISIC_0073123,2
ISIC_0064310,2
ISIC_0062805,4
ISIC_0061625,0
ISIC_0014568_downsampled,4
ISIC_0062058,0
ISIC_0058169,2
ISIC_0015056_downsampled,1
ISIC_0014347_downsampled,0
ISIC_0053596,1
ISIC_0026012,1
ISIC_0070201,2
ISIC_0071603,2
ISIC_0065397,2
ISIC_0065031,2
ISIC_0064631,2
ISIC_0058392,2
ISIC_0054055,2
ISIC_0071652,1
ISIC_0032164,2
ISIC_0012455_downsampled,4
ISIC_0026517,1
ISIC_0030998,4
ISIC_0030446,2
ISIC_0061313,2
ISIC_0013808_downsampled,1
ISIC_0057175,2
ISIC_0026574,2
ISIC_0029115,4
ISIC_0073126,4
ISIC_0026816,1
ISIC_0030094,2
ISIC_0062228,2
ISIC_0065170,2
ISIC_0030149,1
ISIC_0028584,0
ISIC_0068758,2
ISIC_0071992,0
ISIC_0030927,1
ISIC_0033386,1
ISIC_0066525,2
ISIC_0060854,0
ISIC_0061235,4
ISIC_0067089,2
ISIC_0058509,4
ISIC_0025743,4
ISIC_0066569,2
ISIC_0025936,1
ISIC_0025036,1
ISIC_0027306,0
ISIC_0026298,4
ISIC_0025618,1
ISIC_0063677,2
ISIC_0059623,4
ISIC_0025086,4
ISIC_0065362,2
ISIC_0009937,1
ISIC_0072910,4
ISIC_0026754,0
ISIC_0065453,2
ISIC_0056226,0
ISIC_0030369,4
ISIC_0058852,2
ISIC_0068497,1
ISIC_0054400,1
ISIC_0032013,4
ISIC_0068143,0
ISIC_0055292,4
ISIC_0013063_downsampled,4
ISIC_0033560,0
ISIC_0063829,0
ISIC_0067913,4
ISIC_0014038_downsampled,4
ISIC_0029741,4
ISIC_0026941,4
ISIC_0033306,4
ISIC_0027735,4
ISIC_0027151,4
ISIC_0070614,0
ISIC_0053814,0
ISIC_0031218,4
ISIC_0059785,0
ISIC_0060282,4
ISIC_0055510,2
ISIC_0061291,1
ISIC_0030777,1
ISIC_0031529,0
ISIC_0000530,1
ISIC_0065892,4
ISIC_0029546,2
ISIC_0056193,4
ISIC_0070988,4
ISIC_0054632,4
ISIC_0064328,0
ISIC_0024792,0
ISIC_0014190_downsampled,0
ISIC_0028596,1
ISIC_0030580,1
ISIC_0030197,2
ISIC_0060896,2
ISIC_0068338,2
ISIC_0059312,1
ISIC_0013634_downsampled,0
ISIC_0058288,4
ISIC_0065332,1
ISIC_0062712,0
ISIC_0014062_downsampled,0
ISIC_0070744,2
ISIC_0033586,0
ISIC_0059992,0
ISIC_0054851,0
ISIC_0072772,2
ISIC_0028445,0
ISIC_0053757,2
ISIC_0002948_downsampled,1
ISIC_0071987,2
ISIC_0060972,0
ISIC_0065790,2
ISIC_0025976,1
ISIC_0028200,4
ISIC_0061571,2
ISIC_0073240,1
ISIC_0062764,2
ISIC_0056965,2
ISIC_0024637,1
ISIC_0030087,1
ISIC_0062683,2
ISIC_0068402,2
ISIC_0060859,2
ISIC_0066195,4
ISIC_0066450,4
ISIC_0029869,1
ISIC_0065264,1
ISIC_0024446,4
ISIC_0030440,0
ISIC_0068351,1
ISIC_0066166,2
ISIC_0066872,4
ISIC_0070088,2
ISIC_0033416,0
ISIC_0031133,4
ISIC_0069268,0
ISIC_0026044,4
ISIC_0027370,4
ISIC_0063025,2
ISIC_0012155_downsampled,4
ISIC_0000551,0
ISIC_0072658,4
ISIC_0014361_downsampled,0
ISIC_0010257,1
ISIC_0059922,2
ISIC_0073148,2
ISIC_0069742,2
ISIC_0011210,0
ISIC_0014818_downsampled,1
ISIC_0014952_downsampled,1
ISIC_0071831,4
ISIC_0066922,2
ISIC_0058794,0
ISIC_0066144,2
ISIC_0066164,2
ISIC_0030371,1
ISIC_0026831,2
ISIC_0061844,4
ISIC_0063183,4
ISIC_0059207,1
ISIC_0027870,1
ISIC_0056265,2
ISIC_0010011,0
ISIC_0057392,2
ISIC_0071869,0
ISIC_0002374_downsampled,1
ISIC_0015193_downsampled,0
ISIC_0066332,0
ISIC_0029182,1
ISIC_0060324,1
ISIC_0065805,2
ISIC_0069864,0
ISIC_0061870,0
ISIC_0029793,4
ISIC_0059987,0
ISIC_0026637,4
ISIC_0070831,2
ISIC_0053628,0
ISIC_0072406,2
ISIC_0014754_downsampled,1
ISIC_0064664,1
ISIC_0059323,4
ISIC_0012228_downsampled,1
ISIC_0058797,2
ISIC_0063338,2
ISIC_0059382,0
ISIC_0062016,0
ISIC_0024711,4
ISIC_0073220,1
ISIC_0031146,0
ISIC_0056063,0
ISIC_0062080,2
ISIC_0064968,2
ISIC_0061205,2
ISIC_0024687,1
ISIC_0068792,2
ISIC_0002353_downsampled,1
ISIC_0068553,1
ISIC_0015152_downsampled,1
ISIC_0025128,0
ISIC_0032442,1
ISIC_0031746,0
ISIC_0033037,0
ISIC_0071572,1
ISIC_0026045,0
ISIC_0012358_downsampled,4
ISIC_0063563,2
ISIC_0069840,2
ISIC_0056800,0
ISIC_0060020,2
ISIC_0058111,4
ISIC_0026016,4
ISIC_0055091,0
ISIC_0027218,4
ISIC_0072101,0
ISIC_0027894,1
ISIC_0033366,2
ISIC_0030378,1
ISIC_0067182,2
ISIC_0024799,2
ISIC_0033369,0
ISIC_0025603,0
ISIC_0031213,1
ISIC_0031083,1
ISIC_0031630,4
ISIC_0026337,2
ISIC_0065713,1
ISIC_0072776,2
ISIC_0033685,4
ISIC_0066878,0
ISIC_0068717,0
ISIC_0015976_downsampled,1
ISIC_0034031,4
ISIC_0068661,1
ISIC_0063514,2
ISIC_0028750,4
ISIC_0068832,2
ISIC_0033301,2
ISIC_0057853,2
ISIC_0055942,4
ISIC_0026489,0
ISIC_0063131,0
ISIC_0033761,4
ISIC_0061562,1
ISIC_0026978,2
ISIC_0070039,2
ISIC_0068365,4
ISIC_0065626,2
ISIC_0032450,0
ISIC_0056786,4
ISIC_0058627,1
ISIC_0033478,1
ISIC_0059771,2
ISIC_0053933,0
ISIC_0030620,1
ISIC_0000413_downsampled,0
ISIC_0070814,0
ISIC_0026794,4
ISIC_0030271,2
ISIC_0067264,2
ISIC_0055600,2
ISIC_0033613,4
ISIC_0014480_downsampled,0
ISIC_0057241,1
ISIC_0056811,1
ISIC_0055225,2
ISIC_0028994,2
ISIC_0060983,2
ISIC_0063984,2
ISIC_0069756,1
ISIC_0033333,0
ISIC_0067329,2
ISIC_0014573_downsampled,4
ISIC_0030760,0
ISIC_0055182,4
ISIC_0026714,4
ISIC_0024947,4
ISIC_0028404,4
ISIC_0013059_downsampled,4
ISIC_0031150,4
ISIC_0066478,2
ISIC_0062590,4
ISIC_0055703,2
ISIC_0069626,0
ISIC_0057338,0
ISIC_0065082,2
ISIC_0061892,4
ISIC_0027212,1
ISIC_0072048,2
ISIC_0053550,2
ISIC_0029640,1
ISIC_0064428,0
ISIC_0069014,2
ISIC_0029745,2
ISIC_0030636,4
ISIC_0014963_downsampled,0
ISIC_0053755,1
ISIC_0067002,1
ISIC_0061220,2
ISIC_0033612,0
ISIC_0028622,4
ISIC_0032433,0
ISIC_0033600,1
ISIC_0055184,1
ISIC_0070966,2
ISIC_0066340,2
ISIC_0072539,2
ISIC_0027967,4
ISIC_0071600,0
ISIC_0026278,1
ISIC_0014031_downsampled,4
ISIC_0025535,1
ISIC_0064489,1
ISIC_0056486,2
ISIC_0027162,4
ISIC_0057959,1
ISIC_0029323,2
ISIC_0031934,1
ISIC_0059753,1
ISIC_0066094,0
ISIC_0067458,0
ISIC_0024457,2
ISIC_0012210_downsampled,4
ISIC_0059366,2
ISIC_0053913,2
ISIC_0056406,0
ISIC_0071833,4
ISIC_0033361,4
ISIC_0000172,0
ISIC_0057879,4
ISIC_0071255,2
ISIC_0031000,4
ISIC_0033353,1
ISIC_0057474,2
ISIC_0067521,0
ISIC_0070355,2
ISIC_0069084,0
ISIC_0067319,1
ISIC_0067681,2
ISIC_0071305,1
ISIC_0013782_downsampled,4
ISIC_0070709,0
ISIC_0033788,1
ISIC_0073102,0
ISIC_0027289,1
ISIC_0013594_downsampled,0
ISIC_0063149,2
ISIC_0063986,1
ISIC_0065300,4
ISIC_0028336,4
ISIC_0067096,4
ISIC_0060638,0
ISIC_0029890,1
ISIC_0064106,4
ISIC_0031899,1
ISIC_0024984,2
ISIC_0033391,4
ISIC_0072653,0
ISIC_0059869,0
ISIC_0060439,2
ISIC_0014185_downsampled,1
ISIC_0027702,0
ISIC_0027166,1
ISIC_0064305,2
ISIC_0013438_downsampled,1
ISIC_0071133,0
ISIC_0027302,0
ISIC_0026706,1
ISIC_0010490,1
ISIC_0014595_downsampled,4
ISIC_0030915,2
ISIC_0062463,0
ISIC_0031557,0
ISIC_0034167,4
ISIC_0032810,0
ISIC_0000156_downsampled,0
ISIC_0025451,0
ISIC_0061738,2
ISIC_0031444,1
ISIC_0025470,4
ISIC_0014940_downsampled,1
ISIC_0063190,0
ISIC_0055462,0
ISIC_0059200,2
ISIC_0013636_downsampled,0
ISIC_0054329,0
ISIC_0072515,2
ISIC_0031378,2
ISIC_0029286,1
ISIC_0062395,2
ISIC_0063726,2
ISIC_0027556,1
ISIC_0063205,2
ISIC_0013828_downsampled,0
ISIC_0068357,1
ISIC_0000303,0
ISIC_0063872,0
ISIC_0061503,4
ISIC_0054704,1
ISIC_0014393_downsampled,4
ISIC_0025880,1
ISIC_0054445,0
ISIC_0063964,2
ISIC_0063076,4
ISIC_0071763,2
ISIC_0057482,0
ISIC_0065529,1
ISIC_0067529,2
ISIC_0030533,4
ISIC_0033400,4
ISIC_0071111,0
ISIC_0055973,4
ISIC_0058781,0
ISIC_0068777,2
ISIC_0070465,0
ISIC_0032456,4
ISIC_0067633,2
ISIC_0064975,2
ISIC_0060209,2
ISIC_0027780,4
ISIC_0030452,2
ISIC_0068853,1
ISIC_0024841,1
ISIC_0034142,4
ISIC_0014434_downsampled,0
ISIC_0062555,4
ISIC_0065406,1
ISIC_0054843,2
ISIC_0065879,2
ISIC_0028264,4
ISIC_0057932,1
ISIC_0054640,1
ISIC_0025797,1
ISIC_0026122,1
ISIC_0064734,2
ISIC_0063258,0
ISIC_0000395_downsampled,0
ISIC_0014072_downsampled,0
ISIC_0031407,2
ISIC_0034056,1
ISIC_0034168,4
ISIC_0070728,2
ISIC_0030718,1
ISIC_0059291,0
ISIC_0055693,2
ISIC_0058563,4
ISIC_0032490,1
ISIC_0059427,0
ISIC_0032918,0
ISIC_0061906,2
ISIC_0066131,2
ISIC_0056903,4
ISIC_0069082,2
ISIC_0032318,2
ISIC_0057755,2
ISIC_0064264,4
ISIC_0063272,4
ISIC_0056397,1
ISIC_0063619,1
ISIC_0058876,0
ISIC_0069796,2
ISIC_0028573,1
ISIC_0016028_downsampled,1
ISIC_0058651,2
ISIC_0028738,1
ISIC_0025938,1
ISIC_0059738,0
ISIC_0027887,1
ISIC_0015156_downsampled,0
ISIC_0059330,0
ISIC_0066532,0
ISIC_0062425,0
ISIC_0056208,0
ISIC_0070285,0
ISIC_0030759,0
ISIC_0071990,1
ISIC_0068345,2
ISIC_0063946,0
ISIC_0068159,2
ISIC_0065083,2
ISIC_0029156,1
ISIC_0028936,1
ISIC_0063072,0
ISIC_0014745_downsampled,1
ISIC_0059106,2
ISIC_0067417,0
ISIC_0063136,4
ISIC_0031036,1
ISIC_0029287,1
ISIC_0061640,4
ISIC_0061544,0
ISIC_0065321,4
ISIC_0070512,4
ISIC_0055348,4
ISIC_0030193,1
ISIC_0014843_downsampled,1
ISIC_0053843,0
ISIC_0064217,1
ISIC_0063265,2
ISIC_0030311,1
ISIC_0059165,0
ISIC_0032506,1
ISIC_0025450,0
ISIC_0063877,2
ISIC_0055008,0
ISIC_0056291,2
ISIC_0063551,0
ISIC_0066799,2
ISIC_0071446,2
ISIC_0058084,2
ISIC_0026762,1
ISIC_0053456,0
ISIC_0060120,2
ISIC_0025245,1
ISIC_0059639,1
ISIC_0071576,0
ISIC_0068902,1
ISIC_0063794,2
ISIC_0069459,0
ISIC_0054350,0
ISIC_0013319_downsampled,4
ISIC_0026868,0
ISIC_0032967,4
ISIC_0032036,0
ISIC_0013335_downsampled,4
ISIC_0056172,2
ISIC_0072055,4
ISIC_0032601,1
ISIC_0059920,2
ISIC_0053976,2
ISIC_0057782,0
ISIC_0056124,2
ISIC_0032873,0
ISIC_0059329,2
ISIC_0053858,2
ISIC_0026679,4
ISIC_0068581,0
ISIC_0033813,0
ISIC_0055599,1
ISIC_0057195,2
ISIC_0070284,4
ISIC_0026912,4
ISIC_0058976,1
ISIC_0025842,4
ISIC_0027652,4
ISIC_0067205,0
ISIC_0029086,1
ISIC_0028486,2
ISIC_0000139_downsampled,0
ISIC_0069435,4
ISIC_0033284,4
ISIC_0025586,1
ISIC_0026038,1
ISIC_0027814,2
ISIC_0030813,2
ISIC_0030412,1
ISIC_0063598,0
ISIC_0058832,2
ISIC_0015256_downsampled,0
ISIC_0053552,4
ISIC_0014949_downsampled,1
ISIC_0064276,0
ISIC_0027270,4
ISIC_0056810,2
ISIC_0069650,2
ISIC_0067692,4
ISIC_0012876_downsampled,1
ISIC_0056525,0
ISIC_0061709,0
ISIC_0030528,2
ISIC_0010466,0
ISIC_0031326,4
ISIC_0027631,2
ISIC_0061922,0
ISIC_0015395_downsampled,1
ISIC_0033241,0
ISIC_0057063,4
ISIC_0011163,0
ISIC_0014156_downsampled,0
ISIC_0060163,0
ISIC_0072622,4
ISIC_0029024,1
ISIC_0000195_downsampled,1
ISIC_0063399,1
ISIC_0061361,4
ISIC_0063091,2
ISIC_0024477,4
ISIC_0027038,2
ISIC_0033486,4
ISIC_0024835,1
ISIC_0066783,0
ISIC_0064670,4
ISIC_0072730,0
ISIC_0059680,2
ISIC_0064964,1
ISIC_0015020_downsampled,1
ISIC_0025575,4
ISIC_0065509,1
ISIC_0061284,2
ISIC_0031774,1
ISIC_0072557,0
ISIC_0058041,4
ISIC_0072224,4
ISIC_0060156,1
ISIC_0032827,4
ISIC_0064378,4
ISIC_0013890_downsampled,4
ISIC_0067116,4
ISIC_0027643,1
ISIC_0065069,0
ISIC_0025546,0
ISIC_0014360_downsampled,0
ISIC_0014712_downsampled,4
ISIC_0012705_downsampled,4
ISIC_0016041_downsampled,1
ISIC_0063445,0
ISIC_0072749,1
ISIC_0070928,1
ISIC_0013731_downsampled,4
ISIC_0034276,2
ISIC_0034048,0
ISIC_0024410,0
ISIC_0054879,4
ISIC_0058868,2
ISIC_0071594,0
ISIC_0026446,4
ISIC_0060238,0
ISIC_0010321,0
ISIC_0027156,1
ISIC_0057279,2
ISIC_0024885,2
ISIC_0059671,0
ISIC_0071344,4
ISIC_0071380,4
ISIC_0031109,1
ISIC_0028422,1
ISIC_0069410,0
ISIC_0032305,1
ISIC_0034054,1
ISIC_0055399,2
ISIC_0059088,4
ISIC_0027465,1
ISIC_0013474_downsampled,4
ISIC_0063419,2
ISIC_0012175_downsampled,1
ISIC_0024449,0
ISIC_0069768,4
ISIC_0025691,2
ISIC_0069606,4
ISIC_0071746,0
ISIC_0067358,1
ISIC_0026959,4
ISIC_0065004,2
ISIC_0065966,4
ISIC_0069188,2
ISIC_0069232,4
ISIC_0010000,0
ISIC_0055893,2
ISIC_0063211,1
ISIC_0013908_downsampled,0
ISIC_0011144,1
ISIC_0014831_downsampled,4
ISIC_0031528,4
ISIC_0026059,1
ISIC_0068946,2
ISIC_0072260,2
ISIC_0032215,4
ISIC_0060512,2
ISIC_0061355,0
ISIC_0032038,1
ISIC_0014636_downsampled,4
ISIC_0033870,1
ISIC_0029466,2
ISIC_0064518,4
ISIC_0029270,4
ISIC_0066217,0
ISIC_0027555,1
ISIC_0070672,2
ISIC_0057364,1
ISIC_0029893,0
ISIC_0069891,0
ISIC_0000000,1
ISIC_0070588,0
ISIC_0032654,4
ISIC_0026433,2
ISIC_0032993,0
ISIC_0033487,0
ISIC_0065323,1
ISIC_0031519,4
ISIC_0026090,2
ISIC_0061747,4
ISIC_0069049,2
ISIC_0061751,0
ISIC_0058202,2
ISIC_0029191,1
ISIC_0033127,4
ISIC_0072864,4
ISIC_0055800,4
ISIC_0060382,2
ISIC_0071612,0
ISIC_0066310,2
ISIC_0057442,2
ISIC_0072138,2
ISIC_0033035,1
ISIC_0064406,0
