image,label
ISIC_0057715,2
ISIC_0031140,2
ISIC_0064141,0
ISIC_0064512,2
ISIC_0071576,0
ISIC_0061284,2
ISIC_0029000,0
ISIC_0069649,2
ISIC_0024799,2
ISIC_0072827,0
ISIC_0066657,2
ISIC_0024952,0
ISIC_0030261,2
ISIC_0025489,0
ISIC_0059104,0
ISIC_0071255,2
ISIC_0053801,0
ISIC_0068169,2
ISIC_0012435_downsampled,0
ISIC_0068054,0
ISIC_0034093,2
ISIC_0054451,2
ISIC_0056406,0
ISIC_0062488,2
ISIC_0057692,0
ISIC_0057211,0
ISIC_0067756,0
ISIC_0030747,0
ISIC_0060637,2
ISIC_0060596,2
ISIC_0066014,2
ISIC_0025531,0
ISIC_0057523,2
ISIC_0070061,0
ISIC_0061923,2
ISIC_0068392,2
ISIC_0067536,0
ISIC_0070588,0
ISIC_0068142,2
ISIC_0066533,0
ISIC_0063802,2
ISIC_0064058,0
ISIC_0068252,0
ISIC_0058344,0
ISIC_0060973,2
ISIC_0073128,2
ISIC_0067774,2
ISIC_0064424,2
ISIC_0072507,0
ISIC_0055604,2
ISIC_0071709,2
ISIC_0064420,2
ISIC_0069553,2
ISIC_0059227,2
ISIC_0062236,2
ISIC_0057344,0
ISIC_0029343,0
ISIC_0055453,0
ISIC_0069995,0
ISIC_0070843,2
ISIC_0061922,0
ISIC_0063419,2
ISIC_0071597,2
ISIC_0032624,0
ISIC_0013427_downsampled,0
ISIC_0056863,0
ISIC_0010596,0
ISIC_0058689,2
ISIC_0059806,2
ISIC_0000300,0
ISIC_0031999,0
ISIC_0072101,0
ISIC_0066320,0
ISIC_0068886,0
ISIC_0031986,2
ISIC_0067532,2
ISIC_0010189,0
ISIC_0026167,0
ISIC_0072670,2
ISIC_0068721,0
ISIC_0057307,0
ISIC_0056297,2
ISIC_0027281,2
ISIC_0059423,0
ISIC_0057315,0
ISIC_0061254,2
ISIC_0061397,2
ISIC_0065041,2
ISIC_0072824,0
ISIC_0014883_downsampled,0
ISIC_0025891,0
ISIC_0061806,0
ISIC_0059811,2
ISIC_0028973,2
ISIC_0063094,0
ISIC_0064162,2
ISIC_0054351,0
ISIC_0068761,0
ISIC_0058860,2
ISIC_0066340,2
ISIC_0069192,0
ISIC_0055169,0
ISIC_0066749,0
ISIC_0030910,0
ISIC_0072974,2
ISIC_0024313,0
ISIC_0060032,0
ISIC_0061143,2
ISIC_0064325,2
ISIC_0024351,0
ISIC_0053712,2
ISIC_0071864,2
ISIC_0064655,2
ISIC_0060073,2
ISIC_0013258_downsampled,0
ISIC_0032987,0
ISIC_0056883,2
ISIC_0054523,0
ISIC_0058792,0
ISIC_0071388,0
ISIC_0059600,2
ISIC_0066572,2
ISIC_0060154,0
ISIC_0064644,2
ISIC_0065548,2
ISIC_0069161,2
ISIC_0070308,0
ISIC_0062994,0
ISIC_0057801,2
ISIC_0071720,0
ISIC_0056409,0
ISIC_0064300,2
ISIC_0029779,2
ISIC_0029212,0
ISIC_0063338,2
ISIC_0070110,0
ISIC_0054477,2
ISIC_0053503,0
ISIC_0070612,2
ISIC_0029630,0
ISIC_0027021,0
ISIC_0071455,0
ISIC_0072269,2
ISIC_0026766,2
ISIC_0071867,2
ISIC_0063153,0
ISIC_0058011,2
ISIC_0033586,0
ISIC_0059329,2
ISIC_0028670,2
ISIC_0069084,0
ISIC_0028579,0
ISIC_0061070,0
ISIC_0073055,2
ISIC_0064599,2
ISIC_0062108,2
ISIC_0065083,2
ISIC_0062850,0
ISIC_0063530,2
ISIC_0061382,0
ISIC_0067350,0
ISIC_0013636_downsampled,0
ISIC_0026430,0
ISIC_0013594_downsampled,0
ISIC_0072931,2
ISIC_0053714,2
ISIC_0066044,2
ISIC_0055191,0
ISIC_0027788,2
ISIC_0068723,2
ISIC_0024885,2
ISIC_0067707,2
ISIC_0030539,0
ISIC_0068343,0
ISIC_0032722,0
ISIC_0030107,0
ISIC_0062080,2
ISIC_0057286,0
ISIC_0033198,0
ISIC_0060209,2
ISIC_0064693,0
ISIC_0057088,2
ISIC_0064080,0
ISIC_0066449,2
ISIC_0033324,0
ISIC_0065696,2
ISIC_0011130,0
ISIC_0066105,0
ISIC_0025904,0
ISIC_0059569,0
ISIC_0071466,2
ISIC_0014527_downsampled,0
ISIC_0067049,2
ISIC_0027120,2
ISIC_0028858,2
ISIC_0057734,0
ISIC_0065752,2
ISIC_0032232,0
ISIC_0068250,2
ISIC_0055392,2
ISIC_0033594,0
ISIC_0071214,2
ISIC_0069058,0
ISIC_0031746,0
ISIC_0024431,2
ISIC_0028107,2
ISIC_0059977,2
ISIC_0026056,2
ISIC_0034048,0
ISIC_0058419,2
ISIC_0032799,2
ISIC_0059210,2
ISIC_0027616,0
ISIC_0065607,2
ISIC_0054744,0
ISIC_0066136,0
ISIC_0070006,0
ISIC_0066206,2
ISIC_0024449,0
ISIC_0067721,2
ISIC_0070351,0
ISIC_0056752,0
ISIC_0031239,0
ISIC_0058508,0
ISIC_0070215,0
ISIC_0061244,0
ISIC_0065720,0
ISIC_0062395,2
ISIC_0033333,0
ISIC_0053559,2
ISIC_0067956,2
ISIC_0072108,2
ISIC_0065775,0
ISIC_0071180,0
ISIC_0056605,2
ISIC_0033814,0
ISIC_0010321,0
ISIC_0031026,2
ISIC_0027865,2
ISIC_0053928,2
ISIC_0072455,2
ISIC_0073173,0
ISIC_0053628,0
ISIC_0066478,2
ISIC_0066534,2
ISIC_0065523,0
ISIC_0065044,2
ISIC_0061062,2
ISIC_0055647,2
ISIC_0071794,2
ISIC_0057111,2
ISIC_0060409,2
ISIC_0034269,0
ISIC_0066481,0
ISIC_0066850,2
ISIC_0028219,0
ISIC_0059988,2
ISIC_0067758,0
ISIC_0069063,0
ISIC_0053485,0
ISIC_0001131_downsampled,0
ISIC_0070492,2
ISIC_0059275,2
ISIC_0056291,2
ISIC_0067341,2
ISIC_0034276,2
ISIC_0057914,0
ISIC_0026266,0
ISIC_0064451,2
ISIC_0013815_downsampled,0
ISIC_0070183,2
ISIC_0014735_downsampled,0
ISIC_0059954,2
ISIC_0072377,0
ISIC_0066137,2
ISIC_0033609,2
ISIC_0060896,2
ISIC_0034134,0
ISIC_0056201,0
ISIC_0063223,0
ISIC_0060040,2
ISIC_0033426,0
ISIC_0063845,0
ISIC_0065207,2
ISIC_0029272,0
ISIC_0063157,0
ISIC_0072649,2
ISIC_0069718,2
ISIC_0065637,2
ISIC_0071996,0
ISIC_0064195,0
ISIC_0064784,0
ISIC_0032611,2
ISIC_0063298,2
ISIC_0000142_downsampled,0
ISIC_0025941,0
ISIC_0068152,0
ISIC_0069796,2
ISIC_0028285,0
ISIC_0061636,0
ISIC_0030114,2
ISIC_0056870,2
ISIC_0072023,2
ISIC_0061979,2
ISIC_0068895,0
ISIC_0070892,0
ISIC_0064843,2
ISIC_0068954,2
ISIC_0059804,0
ISIC_0033061,0
ISIC_0055944,2
ISIC_0063795,0
ISIC_0033241,0
ISIC_0054851,0
ISIC_0064072,0
ISIC_0025814,0
ISIC_0059671,0
ISIC_0062496,2
ISIC_0014891_downsampled,0
ISIC_0057334,2
ISIC_0057010,2
ISIC_0068769,0
ISIC_0072134,2
ISIC_0072356,2
ISIC_0072342,2
ISIC_0065303,2
ISIC_0062756,0
ISIC_0062194,2
ISIC_0069206,2
ISIC_0066338,0
ISIC_0060795,0
ISIC_0000172,0
ISIC_0067633,2
ISIC_0071751,2
ISIC_0069268,0
ISIC_0065508,2
ISIC_0056255,2
ISIC_0056780,2
ISIC_0067466,0
ISIC_0054120,2
ISIC_0000279,0
ISIC_0028325,0
ISIC_0066826,2
ISIC_0032061,2
ISIC_0009918,0
ISIC_0071448,2
ISIC_0060683,2
ISIC_0013565_downsampled,0
ISIC_0066733,0
ISIC_0033593,0
ISIC_0068129,0
ISIC_0058959,0
ISIC_0027291,2
ISIC_0072594,0
ISIC_0061885,0
ISIC_0053535,2
ISIC_0063877,2
ISIC_0063587,2
ISIC_0053603,0
ISIC_0054748,0
ISIC_0062199,2
ISIC_0068292,2
ISIC_0072171,0
ISIC_0057916,2
ISIC_0033901,0
ISIC_0061864,2
ISIC_0027669,0
ISIC_0064107,0
ISIC_0025601,2
ISIC_0028583,2
ISIC_0062052,2
ISIC_0063111,2
ISIC_0032834,2
ISIC_0073155,2
ISIC_0057748,2
ISIC_0015256_downsampled,0
ISIC_0064238,2
ISIC_0064868,0
ISIC_0062792,0
ISIC_0066922,2
ISIC_0073054,0
ISIC_0056875,2
ISIC_0062992,0
ISIC_0058024,0
ISIC_0066575,2
ISIC_0025617,2
ISIC_0059336,0
ISIC_0034246,0
ISIC_0072826,0
ISIC_0068415,2
ISIC_0060392,2
ISIC_0069066,2
ISIC_0053841,0
ISIC_0069864,0
ISIC_0065590,0
ISIC_0067313,2
ISIC_0066841,2
ISIC_0028815,2
ISIC_0015071_downsampled,0
ISIC_0032782,0
ISIC_0067182,2
ISIC_0032917,0
ISIC_0059581,2
ISIC_0029083,2
ISIC_0061173,2
ISIC_0069742,2
ISIC_0071169,0
ISIC_0054663,0
ISIC_0054334,0
ISIC_0070525,2
ISIC_0064428,0
ISIC_0060343,2
ISIC_0054593,2
ISIC_0062712,0
ISIC_0055806,2
ISIC_0065061,2
ISIC_0063754,2
ISIC_0055498,0
ISIC_0069422,2
ISIC_0058392,2
ISIC_0059546,2
ISIC_0071384,2
ISIC_0060086,2
ISIC_0065655,0
ISIC_0014784_downsampled,0
ISIC_0066398,2
ISIC_0033611,0
ISIC_0062160,0
ISIC_0066727,2
ISIC_0055758,2
ISIC_0061301,2
ISIC_0033372,2
ISIC_0072492,2
ISIC_0072953,0
ISIC_0066952,0
ISIC_0027956,0
ISIC_0067249,2
ISIC_0071580,0
ISIC_0070945,2
ISIC_0066190,2
ISIC_0071682,2
ISIC_0057359,2
ISIC_0026829,2
ISIC_0056100,2
ISIC_0054599,0
ISIC_0034047,2
ISIC_0055887,0
ISIC_0055606,2
ISIC_0031958,0
ISIC_0056346,0
ISIC_0010265,0
ISIC_0010267,0
ISIC_0072061,0
ISIC_0067305,2
ISIC_0062420,0
ISIC_0031712,2
ISIC_0058202,2
ISIC_0070011,2
ISIC_0067042,2
ISIC_0059201,2
ISIC_0063072,0
ISIC_0066954,2
ISIC_0069300,2
ISIC_0054904,0
ISIC_0028696,0
ISIC_0058010,0
ISIC_0034160,2
ISIC_0066743,2
ISIC_0055814,2
ISIC_0065875,2
ISIC_0025127,0
ISIC_0064163,2
ISIC_0013908_downsampled,0
ISIC_0066935,0
ISIC_0068383,0
ISIC_0064073,0
ISIC_0013549_downsampled,0
ISIC_0068758,2
ISIC_0071000,0
ISIC_0024634,2
ISIC_0070573,2
ISIC_0064286,2
ISIC_0063413,2
ISIC_0067147,2
ISIC_0065077,2
ISIC_0031941,0
ISIC_0059905,0
ISIC_0056810,2
ISIC_0031526,2
ISIC_0026760,2
ISIC_0059081,2
ISIC_0062425,0
ISIC_0066062,2
ISIC_0064685,2
ISIC_0058362,0
ISIC_0068356,2
ISIC_0065481,2
ISIC_0062965,2
ISIC_0071050,0
ISIC_0063475,0
ISIC_0066412,0
ISIC_0054322,2
ISIC_0026496,2
ISIC_0013813_downsampled,0
ISIC_0069843,2
ISIC_0061112,0
ISIC_0055007,0
ISIC_0068918,0
ISIC_0053769,2
ISIC_0012382_downsampled,0
ISIC_0029644,2
ISIC_0073047,2
ISIC_0026192,2
ISIC_0072610,2
ISIC_0071251,2
ISIC_0057057,2
ISIC_0054819,0
ISIC_0063905,2
ISIC_0061819,2
ISIC_0053934,2
ISIC_0026500,0
ISIC_0067699,0
ISIC_0067502,0
ISIC_0066114,0
ISIC_0031670,0
ISIC_0064699,2
ISIC_0069873,0
ISIC_0054060,2
ISIC_0065142,0
ISIC_0070221,2
ISIC_0066654,2
ISIC_0026090,2
ISIC_0000154_downsampled,0
ISIC_0028937,2
ISIC_0024595,2
ISIC_0067567,0
ISIC_0061124,2
ISIC_0064057,2
ISIC_0031284,2
ISIC_0000412_downsampled,0
ISIC_0068791,2
ISIC_0073168,0
ISIC_0067869,2
ISIC_0063506,2
ISIC_0025362,2
ISIC_0033878,0
ISIC_0071258,0
ISIC_0061761,0
ISIC_0055050,2
ISIC_0067303,2
ISIC_0057148,0
ISIC_0063167,2
ISIC_0056572,0
ISIC_0027297,2
ISIC_0010207,0
ISIC_0025963,0
ISIC_0072051,0
ISIC_0057551,2
ISIC_0028059,2
ISIC_0065146,2
ISIC_0058278,2
ISIC_0061270,2
ISIC_0067736,2
ISIC_0072254,2
ISIC_0034236,0
ISIC_0072124,2
ISIC_0056525,0
ISIC_0065581,2
ISIC_0064731,2
ISIC_0068177,2
ISIC_0053771,2
ISIC_0056088,2
ISIC_0063228,0
ISIC_0059334,2
ISIC_0027253,0
ISIC_0029323,2
ISIC_0067295,2
ISIC_0060256,0
ISIC_0000288,0
ISIC_0062105,2
ISIC_0070015,2
ISIC_0068137,0
ISIC_0029281,0
ISIC_0066271,2
ISIC_0070149,0
ISIC_0061194,0
ISIC_0013497_downsampled,0
ISIC_0057751,2
ISIC_0057805,2
ISIC_0059548,2
ISIC_0033337,0
ISIC_0067426,2
ISIC_0068402,2
ISIC_0070614,0
ISIC_0067539,0
ISIC_0034026,2
ISIC_0068905,0
ISIC_0071392,0
ISIC_0063209,2
ISIC_0072463,2
ISIC_0065615,0
ISIC_0059320,2
ISIC_0014238_downsampled,0
ISIC_0071366,2
ISIC_0070785,2
ISIC_0071367,0
ISIC_0031063,2
ISIC_0065448,0
ISIC_0069245,0
ISIC_0025128,0
ISIC_0065345,2
ISIC_0062026,0
ISIC_0026988,2
ISIC_0058500,2
ISIC_0030925,0
ISIC_0054745,2
ISIC_0025035,0
ISIC_0029933,0
ISIC_0055059,2
ISIC_0062180,2
ISIC_0073091,2
ISIC_0053731,2
ISIC_0055225,2
ISIC_0027560,0
ISIC_0068716,2
ISIC_0072776,2
ISIC_0060003,2
ISIC_0060558,0
ISIC_0068985,2
ISIC_0066061,0
ISIC_0067508,2
ISIC_0070933,0
ISIC_0014897_downsampled,0
ISIC_0011390,0
ISIC_0010576,0
ISIC_0027744,2
ISIC_0071515,2
ISIC_0033312,0
ISIC_0055802,0
ISIC_0030271,2
ISIC_0071347,2
ISIC_0066390,0
ISIC_0072136,0
ISIC_0058061,2
ISIC_0001152_downsampled,0
ISIC_0069577,2
ISIC_0073037,2
ISIC_0033856,0
ISIC_0065190,2
ISIC_0057572,2
ISIC_0057188,0
ISIC_0063979,2
ISIC_0053534,2
ISIC_0033638,0
ISIC_0069920,0
ISIC_0073246,2
ISIC_0055245,2
ISIC_0066830,2
ISIC_0056965,2
ISIC_0069476,2
ISIC_0065181,0
ISIC_0056186,0
ISIC_0060216,0
ISIC_0054075,2
ISIC_0033545,0
ISIC_0064180,0
ISIC_0063025,2
ISIC_0061870,0
ISIC_0062364,0
ISIC_0063872,0
ISIC_0062240,2
ISIC_0053594,0
ISIC_0053800,0
ISIC_0055762,2
ISIC_0054717,2
ISIC_0063687,0
ISIC_0056655,0
ISIC_0062313,0
ISIC_0056282,2
ISIC_0024410,0
ISIC_0066308,0
ISIC_0067072,2
ISIC_0058987,2
ISIC_0067784,2
ISIC_0014975_downsampled,0
ISIC_0071541,0
ISIC_0056607,2
ISIC_0014255_downsampled,0
ISIC_0062399,2
ISIC_0014347_downsampled,0
ISIC_0027302,0
ISIC_0033175,0
ISIC_0063205,2
ISIC_0064588,2
ISIC_0072473,0
ISIC_0072939,0
ISIC_0066217,0
ISIC_0063598,0
ISIC_0072990,0
ISIC_0058794,0
ISIC_0060972,0
ISIC_0029412,2
ISIC_0014480_downsampled,0
ISIC_0028814,2
ISIC_0069987,0
ISIC_0013411_downsampled,0
ISIC_0057979,2
ISIC_0032182,0
ISIC_0072270,2
ISIC_0064800,0
ISIC_0063726,2
ISIC_0029857,2
ISIC_0057482,0
ISIC_0054772,2
ISIC_0059873,2
ISIC_0070961,0
ISIC_0060991,2
ISIC_0062615,2
ISIC_0032774,0
ISIC_0065429,2
ISIC_0034162,0
ISIC_0067580,2
ISIC_0072539,2
ISIC_0060314,2
ISIC_0061341,2
ISIC_0064444,0
ISIC_0063942,2
ISIC_0072406,2
ISIC_0031377,0
ISIC_0056099,2
ISIC_0068792,2
ISIC_0064968,2
ISIC_0063794,2
ISIC_0057170,2
ISIC_0059111,2
ISIC_0070735,2
ISIC_0065179,2
ISIC_0055951,2
ISIC_0057666,2
ISIC_0071594,0
ISIC_0067335,0
ISIC_0065848,2
ISIC_0054287,0
ISIC_0031318,2
ISIC_0056696,2
ISIC_0060495,0
ISIC_0033747,2
ISIC_0027004,2
ISIC_0062666,2
ISIC_0065170,2
ISIC_0068153,0
ISIC_0055563,0
ISIC_0055109,2
ISIC_0029859,0
ISIC_0056941,2
ISIC_0055898,2
ISIC_0063166,2
ISIC_0073016,0
ISIC_0068083,2
ISIC_0069626,0
ISIC_0032441,0
ISIC_0067160,0
ISIC_0066639,2
ISIC_0058781,0
ISIC_0071782,0
ISIC_0059447,2
ISIC_0059771,2
ISIC_0027851,2
ISIC_0028688,2
ISIC_0033999,0
ISIC_0063512,2
ISIC_0061205,2
ISIC_0071670,2
ISIC_0054205,0
ISIC_0013634_downsampled,0
ISIC_0059382,0
ISIC_0059657,2
ISIC_0069913,2
ISIC_0028486,2
ISIC_0056588,2
ISIC_0057905,2
ISIC_0055249,0
ISIC_0029546,2
ISIC_0069168,2
ISIC_0070642,2
ISIC_0025932,2
ISIC_0013828_downsampled,0
ISIC_0069049,2
ISIC_0059689,2
ISIC_0070656,2
ISIC_0032823,0
ISIC_0063295,0
ISIC_0071742,2
ISIC_0059486,0
ISIC_0057199,0
ISIC_0058770,0
ISIC_0034119,2
ISIC_0060421,2
ISIC_0067621,0
ISIC_0068862,2
ISIC_0054621,2
ISIC_0059516,2
ISIC_0054377,0
ISIC_0066842,2
ISIC_0026275,2
ISIC_0034275,0
ISIC_0056030,2
ISIC_0057061,0
ISIC_0070665,2
ISIC_0030034,0
ISIC_0069434,2
ISIC_0055677,2
ISIC_0011158,0
ISIC_0054985,2
ISIC_0034211,0
ISIC_0070105,0
ISIC_0058645,0
ISIC_0055361,0
ISIC_0057884,0
ISIC_0054344,2
ISIC_0026213,2
ISIC_0065195,0
ISIC_0064683,0
ISIC_0065218,0
ISIC_0072852,2
ISIC_0032873,0
ISIC_0015132_downsampled,0
ISIC_0056072,0
ISIC_0031236,2
ISIC_0032450,0
ISIC_0010466,0
ISIC_0032903,0
ISIC_0071459,2
ISIC_0056014,2
ISIC_0066960,2
ISIC_0033979,2
ISIC_0055314,0
ISIC_0062271,2
ISIC_0014171_downsampled,0
ISIC_0059396,2
ISIC_0031931,0
ISIC_0072176,2
ISIC_0065697,0
ISIC_0062058,0
ISIC_0028548,0
ISIC_0032844,0
ISIC_0061207,2
ISIC_0012151_downsampled,0
ISIC_0057503,2
ISIC_0060401,2
ISIC_0066702,2
ISIC_0070086,2
ISIC_0058767,2
ISIC_0065129,2
ISIC_0015136_downsampled,0
ISIC_0029123,2
ISIC_0063537,0
ISIC_0072103,0
ISIC_0068555,0
ISIC_0054434,0
ISIC_0054528,0
ISIC_0033962,0
ISIC_0055526,0
ISIC_0032420,0
ISIC_0055735,2
ISIC_0071003,2
ISIC_0063945,0
ISIC_0066106,0
ISIC_0070466,2
ISIC_0060834,0
ISIC_0056990,2
ISIC_0032220,0
ISIC_0060657,2
ISIC_0059524,2
ISIC_0065823,0
ISIC_0071960,2
ISIC_0029651,0
ISIC_0032810,0
ISIC_0026652,0
ISIC_0061281,0
ISIC_0014557_downsampled,0
ISIC_0063662,2
ISIC_0072653,0
ISIC_0033651,0
ISIC_0027822,0
ISIC_0072825,0
ISIC_0054063,2
ISIC_0057757,2
ISIC_0055440,0
ISIC_0059785,0
ISIC_0031077,0
ISIC_0055902,0
ISIC_0054167,0
ISIC_0073018,0
ISIC_0067006,0
ISIC_0066040,2
ISIC_0071492,0
ISIC_0070940,0
ISIC_0062649,0
ISIC_0059697,0
ISIC_0069179,0
ISIC_0066698,2
ISIC_0034294,0
ISIC_0057054,2
ISIC_0068309,0
ISIC_0029698,0
ISIC_0060590,2
ISIC_0072786,0
ISIC_0064269,2
ISIC_0068011,0
ISIC_0033257,2
ISIC_0066659,0
ISIC_0055156,0
ISIC_0026074,2
ISIC_0058935,0
ISIC_0028156,0
ISIC_0065927,0
ISIC_0064631,2
ISIC_0068143,0
ISIC_0060223,2
ISIC_0058252,2
ISIC_0056124,2
ISIC_0065422,2
ISIC_0029669,2
ISIC_0059513,0
ISIC_0070355,2
ISIC_0061496,0
ISIC_0072112,2
ISIC_0056940,0
ISIC_0060627,2
ISIC_0059306,2
ISIC_0031263,2
ISIC_0071441,2
ISIC_0065228,2
ISIC_0033834,0
ISIC_0014507_downsampled,0
ISIC_0027046,2
ISIC_0060429,2
ISIC_0067171,0
ISIC_0029172,0
ISIC_0070032,0
ISIC_0054942,2
ISIC_0063859,2
ISIC_0057759,0
ISIC_0055810,0
ISIC_0063546,2
ISIC_0009910,0
ISIC_0058996,2
ISIC_0025709,0
ISIC_0067543,0
ISIC_0067347,0
ISIC_0061049,0
ISIC_0060120,2
ISIC_0056097,2
ISIC_0070709,0
ISIC_0054986,2
ISIC_0031266,2
ISIC_0014186_downsampled,0
ISIC_0065330,2
ISIC_0025651,0
ISIC_0026574,2
ISIC_0073102,0
ISIC_0057195,2
ISIC_0027545,2
ISIC_0057338,0
ISIC_0067896,0
ISIC_0056486,2
ISIC_0071315,0
ISIC_0030813,2
ISIC_0028871,2
ISIC_0059481,0
ISIC_0056374,2
ISIC_0056083,2
ISIC_0059946,2
ISIC_0058399,0
ISIC_0027487,0
ISIC_0057839,2
ISIC_0060748,2
ISIC_0067704,0
ISIC_0055451,0
ISIC_0067521,0
ISIC_0060741,0
ISIC_0065315,0
ISIC_0026086,0
ISIC_0060011,2
ISIC_0070465,0
ISIC_0067564,0
ISIC_0028445,0
ISIC_0069484,2
ISIC_0058995,2
ISIC_0068382,0
ISIC_0000307,0
ISIC_0062683,2
ISIC_0030954,2
ISIC_0058905,2
ISIC_0053885,2
ISIC_0066358,0
ISIC_0055180,2
ISIC_0030759,0
ISIC_0065735,0
ISIC_0072759,2
ISIC_0061798,0
ISIC_0054673,0
ISIC_0056252,2
ISIC_0068128,0
ISIC_0062172,2
ISIC_0069715,2
ISIC_0033487,0
ISIC_0063269,2
ISIC_0054941,0
ISIC_0072405,0
ISIC_0068313,2
ISIC_0030760,0
ISIC_0071430,0
ISIC_0032269,0
ISIC_0062918,2
ISIC_0062480,2
ISIC_0033518,0
ISIC_0060191,2
ISIC_0054215,2
ISIC_0024673,2
ISIC_0059593,0
ISIC_0065057,0
ISIC_0059005,0
ISIC_0066540,2
ISIC_0010241,0
ISIC_0061110,2
ISIC_0030452,2
ISIC_0033081,0
ISIC_0028898,0
ISIC_0072292,0
ISIC_0056440,0
ISIC_0058704,2
ISIC_0065918,0
ISIC_0068764,2
ISIC_0066792,0
ISIC_0068003,0
ISIC_0065597,0
ISIC_0061158,0
ISIC_0015189_downsampled,0
ISIC_0073038,0
ISIC_0061704,2
ISIC_0059992,0
ISIC_0031529,0
ISIC_0053744,2
ISIC_0059986,2
ISIC_0055673,2
ISIC_0072713,0
ISIC_0068302,2
ISIC_0011210,0
ISIC_0057417,0
ISIC_0055375,2
ISIC_0066745,2
ISIC_0027473,2
ISIC_0027552,0
ISIC_0061252,0
ISIC_0060483,2
ISIC_0029539,2
ISIC_0062463,0
ISIC_0057147,0
ISIC_0063452,2
ISIC_0029501,2
ISIC_0032318,2
ISIC_0031728,2
ISIC_0053649,2
ISIC_0069856,2
ISIC_0031013,0
ISIC_0056287,2
ISIC_0071446,2
ISIC_0068101,2
ISIC_0059687,2
ISIC_0069337,2
ISIC_0053500,2
ISIC_0061740,2
ISIC_0024571,0
ISIC_0057554,0
ISIC_0061670,0
ISIC_0032164,2
ISIC_0025724,0
ISIC_0029893,0
ISIC_0014695_downsampled,0
ISIC_0065742,0
ISIC_0065279,2
ISIC_0063265,2
ISIC_0032936,0
ISIC_0032840,0
ISIC_0055038,2
ISIC_0060880,2
ISIC_0065874,2
ISIC_0070844,2
ISIC_0072877,2
ISIC_0064305,2
ISIC_0057457,0
ISIC_0029558,0
ISIC_0070380,0
ISIC_0066019,0
ISIC_0054740,2
ISIC_0054396,2
ISIC_0069112,0
ISIC_0063231,2
ISIC_0062764,2
ISIC_0071397,2
ISIC_0072418,0
ISIC_0032918,0
ISIC_0032718,0
ISIC_0059281,0
ISIC_0013334_downsampled,0
ISIC_0072318,2
ISIC_0033272,0
ISIC_0072441,0
ISIC_0055519,0
ISIC_0072897,2
ISIC_0066423,0
ISIC_0064452,2
ISIC_0068669,2
ISIC_0033366,2
ISIC_0061544,0
ISIC_0055141,0
ISIC_0070111,0
ISIC_0072066,2
ISIC_0064113,0
ISIC_0071598,2
ISIC_0072581,2
ISIC_0059105,2
ISIC_0057898,0
ISIC_0028760,0
ISIC_0028746,0
ISIC_0033469,0
ISIC_0054089,0
ISIC_0056531,0
ISIC_0070403,0
ISIC_0057025,0
ISIC_0068642,2
ISIC_0055707,0
ISIC_0055403,0
ISIC_0069458,2
ISIC_0065453,2
ISIC_0033863,0
ISIC_0011329,0
ISIC_0056585,2
ISIC_0058768,0
ISIC_0033166,0
ISIC_0059830,0
ISIC_0062936,2
ISIC_0024323,0
ISIC_0024984,2
ISIC_0062286,0
